term,categories,variant_names,talmud_corpus_count,wikipedia_en,wikipedia_he,selected_anchor_text,hebrew_term,chavrutai_search_url,wiki_match_source,wikidata_id,father,student_of,affiliation,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Ḥatzdad crossing,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4atzdad+crossing&type=talmud,,,,,,,,,,
Hatzleponi,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hatzleponi&type=talmud,,,,,,,,,,
Ḥavai bar Nanai,names,,0,,,,,https://chavrutai.com/search?q=%E1%B8%A4avai+bar+Nanai&type=talmud,,,,,,,,,,
Ḥaveil Yamma,talmudToponyms,,5,,,,,https://chavrutai.com/search?q=%E1%B8%A4aveil+Yamma&type=talmud,,,,,,,,,,
Ḥavran,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4avran&type=talmud,,,,,,,,,,
Tzelelponit,biblicalNames,Hazzelelponi,1,https://en.wikipedia.org/wiki/Hazzelelponi,https://he.wikipedia.org/wiki/%D7%94%D7%A6%D7%9C%D7%9C%D7%A4%D7%95%D7%A0%D7%99,Hazzelelponi,הצללפוני,https://chavrutai.com/search?q=Tzelelponit&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q14579312,,,,,,,,
he household of Guryon,names,,0,,,,,https://chavrutai.com/search?q=he+household+of+Guryon&type=talmud,,,,,,,,,,
Hebrew calendar,concepts,,0,https://en.wikipedia.org/wiki/Hebrew_calendar#Months,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%95%D7%97_%D7%94%D7%A2%D7%91%D7%A8%D7%99,Hebrew calendar,הלוח העברי,https://chavrutai.com/search?q=Hebrew+calendar&type=talmud,blog,Q44722,,,,,,,,
Hebron,talmudToponyms,,21,https://en.wikipedia.org/wiki/Hebron,https://he.wikipedia.org/wiki/%D7%97%D7%91%D7%A8%D7%95%D7%9F,Hebron,חברון,https://chavrutai.com/search?q=Hebron&type=talmud,blog,Q168225,,,,,,,,
Ḥeger,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4eger&type=talmud,,,,,,,,,,
heifer whose neck is broken,concepts,,57,,https://he.wikipedia.org/wiki/%D7%A2%D7%92%D7%9C%D7%94_%D7%A2%D7%A8%D7%95%D7%A4%D7%94,,עגלה ערופה,https://chavrutai.com/search?q=heifer+whose+neck+is+broken&type=talmud,,Q6957383,,,,,,,,
Heker Well,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Heker+Well&type=talmud,,,,,,,,,,
Queen Helene,names,Helena of Adiabene,4,https://en.wikipedia.org/wiki/Helena_of_Adiabene,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%A0%D7%99_%D7%94%D7%9E%D7%9C%D7%9B%D7%94,Helena of Adiabene,הלני המלכה,https://chavrutai.com/search?q=Queen+Helene&type=talmud,blog,Q2655769,,,,,-20,,56,
Helene,names,,6,,,,,https://chavrutai.com/search?q=Helene&type=talmud,,,,,,,,,,
Heman,biblicalNames,,1,,,Heman,,https://chavrutai.com/search?q=Heman&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
Hepher,biblicalNames,,4,https://en.wikipedia.org/wiki/Hepher,,Hepher,,https://chavrutai.com/search?q=Hepher&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q107313004,,,,,,,,
heretics,concepts,Heresy in Judaism,38,https://en.wikipedia.org/wiki/Heresy_in_Judaism,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%A0%D7%95%D7%AA_(%D7%99%D7%94%D7%93%D7%95%D7%AA),Heresy in Judaism,מינות (יהדות),https://chavrutai.com/search?q=heretics&type=talmud,blog,Q2889997,,,,,,,,
heretic,concepts,Heresy in Judaism,49,https://en.wikipedia.org/wiki/Heresy_in_Judaism#Rabbinic_definition_of_heresy,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%A0%D7%95%D7%AA_(%D7%99%D7%94%D7%93%D7%95%D7%AA),Heresy in Judaism,מינות (יהדות),https://chavrutai.com/search?q=heretic&type=talmud,blog,Q2889997,,,,,,,,
hermaphrodite,concepts,,92,https://en.wikipedia.org/wiki/Androgynos,https://he.wikipedia.org/wiki/%D7%90%D7%A0%D7%93%D7%A8%D7%95%D7%92%D7%99%D7%A0%D7%95%D7%A1_(%D7%94%D7%9C%D7%9B%D7%94),Androgynos,אנדרוגינוס (הלכה),https://chavrutai.com/search?q=hermaphrodite&type=talmud,manual_concepts_top_missing_he_pass2,Q5530955,,,,,,,,
Herod,names,,6,,,,,https://chavrutai.com/search?q=Herod&type=talmud,,,,,,,,,,
King Agrippa,names,Herod Agrippa,3,https://en.wikipedia.org/wiki/Herod_Agrippa,https://he.wikipedia.org/wiki/%D7%90%D7%92%D7%A8%D7%99%D7%A4%D7%A1_%D7%94%D7%A8%D7%90%D7%A9%D7%95%D7%9F,Herod Agrippa,אגריפס הראשון,https://chavrutai.com/search?q=King+Agrippa&type=talmud,blog,Q298636,Aristobulus IV,,,,-10,,44,Caesarea Maritima
Herod the slave,names,,1,,,,,https://chavrutai.com/search?q=Herod+the+slave&type=talmud,,,,,,,,,,
Hezekiah,biblicalNames,"Hezekiah, king of Judea; King Hezekiah",63,https://en.wikipedia.org/wiki/Hezekiah,https://he.wikipedia.org/wiki/%D7%97%D7%96%D7%A7%D7%99%D7%94%D7%95,Hezekiah,חזקיהו,https://chavrutai.com/search?q=Hezekiah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q244912,Ahaz,,,,-741,Jerusalem,-687; -686,Jerusalem
Hezron,biblicalNames,,2,https://en.wikipedia.org/wiki/Hezron,https://he.wikipedia.org/wiki/%D7%97%D7%A6%D7%A8%D7%95%D7%9F,Hezron,חצרון,https://chavrutai.com/search?q=Hezron&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q6460268,,,,,,,,
Ḥidekel,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4idekel&type=talmud,,,,,,,,,,
Ḥidkei,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4idkei&type=talmud,,,,,,,,,,
High Priest,concepts,High Priest of Israel,430,https://en.wikipedia.org/wiki/High_Priest_of_Israel#Late_Second_Temple,https://he.wikipedia.org/wiki/%D7%9B%D7%94%D7%9F_%D7%92%D7%93%D7%95%D7%9C,High Priest of Israel,כהן גדול,https://chavrutai.com/search?q=High+Priest&type=talmud,blog,Q51677,,,,,,,,
Ḥilfa bar Agra,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4ilfa+bar+Agra&type=talmud,,,,,,,,,,
Hilkiah,biblicalNames,,2,https://en.wikipedia.org/wiki/Hilkiah,https://he.wikipedia.org/wiki/%D7%97%D7%9C%D7%A7%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%A9%D7%9C%D7%95%D7%9D,Hilkiah,חלקיהו בן שלום,https://chavrutai.com/search?q=Hilkiah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q3276278,Shallum,,,,,,,
Ḥillak,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4illak&type=talmud,,,,,,,,,,
Ḥillazon,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=%E1%B8%A4illazon&type=talmud,,,,,,,,,,
Ḥillazon Nihavnad,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4illazon+Nihavnad&type=talmud,,,,,,,,,,
Hillel the Babylonian,names,,2,,,,,https://chavrutai.com/search?q=Hillel+the+Babylonian&type=talmud,,,,,,,,,,
Hillel,names,Hillel the Elder,881,https://en.wikipedia.org/wiki/Hillel_the_Elder,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%9C_%D7%94%D7%96%D7%A7%D7%9F,Hillel the Elder,הלל הזקן,https://chavrutai.com/search?q=Hillel&type=talmud,blog,Q319219,,Shmaya; Abtalion,,Jonathan ben Uzziel; Johanan ben Zakai; Simeon ben Hillel; House of Hillel,-50; -100,Babylonia; Babylon,8; 100,Jerusalem
"Hillel, son of Rabbi Shmuel",names,,3,,,,,https://chavrutai.com/search?q=Hillel%2C+son+of+Rabbi+Shmuel&type=talmud,,,,,,,,,,
"Hillel, son of Rabbi Shmuel bar Naḥmani",names,,3,,,,,https://chavrutai.com/search?q=Hillel%2C+son+of+Rabbi+Shmuel+bar+Na%E1%B8%A5mani&type=talmud,,,,,,,,,,
Hini,talmudToponyms,,12,,,,,https://chavrutai.com/search?q=Hini&type=talmud,,,,,,,,,,
Ḥiram,biblicalNames,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4iram&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
"Ḥiram, king of Tyre",biblicalNames,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4iram%2C+king+of+Tyre&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Hitlu,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hitlu&type=talmud,,,,,,,,,,
Ḥivvai,names,,3,,,,,https://chavrutai.com/search?q=%E1%B8%A4ivvai&type=talmud,,,,,,,,,,
Ḥiyya bar Ashi,names,,73,https://en.wikipedia.org/wiki/Hiyya_bar_Ashi,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%97%D7%99%D7%99%D7%90_%D7%91%D7%A8_%D7%90%D7%A9%D7%99,Hiyya bar Ashi,רב חייא בר אשי,https://chavrutai.com/search?q=%E1%B8%A4iyya+bar+Ashi&type=talmud,wikidata_seed_qid,Q5872985,,,,,,,,
Ḥiyya bar Rabbi,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4iyya+bar+Rabbi&type=talmud,,,,,,,,,,
Ḥiyya bar Rav,names,,65,,,,,https://chavrutai.com/search?q=%E1%B8%A4iyya+bar+Rav&type=talmud,,,,,,,,,,
Hiyya bar Rav from Difti,names,,2,,,,,https://chavrutai.com/search?q=Hiyya+bar+Rav+from+Difti&type=talmud,,,,,,,,,,
Ḥiyya bar Rav of Difti,names,,5,,,,,https://chavrutai.com/search?q=%E1%B8%A4iyya+bar+Rav+of+Difti&type=talmud,,,,,,,,,,
Ḥiyya bar Rava,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4iyya+bar+Rava&type=talmud,,,,,,,,,,
"Ḥiyya, son of Rav",names,,18,,,,,https://chavrutai.com/search?q=%E1%B8%A4iyya%2C+son+of+Rav&type=talmud,,,,,,,,,,
Ḥizkiya,names,,43,,,,,https://chavrutai.com/search?q=%E1%B8%A4izkiya&type=talmud,,,,,,,,,,
"Ḥizkiya, son of Rabbi Parnakh",names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4izkiya%2C+son+of+Rabbi+Parnakh&type=talmud,,,,,,,,,,
Ḥizkiyya,names,,159,,,,,https://chavrutai.com/search?q=%E1%B8%A4izkiyya&type=talmud,,,,,,,,,,
Ḥizkiyya bar Biluto,names,,0,,,,,https://chavrutai.com/search?q=%E1%B8%A4izkiyya+bar+Biluto&type=talmud,,,,,,,,,,
Ḥizkiyya the father of Ikkesh,names,"Ḥizkiyya, the father of Ikkesh",4,,,,,https://chavrutai.com/search?q=%E1%B8%A4izkiyya+the+father+of+Ikkesh&type=talmud,,,,,,,,,,
Hodu,biblicalNations;talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Hodu&type=talmud,,,,,,,,,,
Ḥofni and Pineḥas the sons of Eli,biblicalNames,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4ofni+and+Pine%E1%B8%A5as+the+sons+of+Eli&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Holy of Holies,concepts,,31,https://en.wikipedia.org/wiki/Holy_of_Holies,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%93%D7%A9_%D7%94%D7%A7%D7%95%D7%93%D7%A9%D7%99%D7%9D,Holy of Holies,קודש הקודשים,https://chavrutai.com/search?q=Holy+of+Holies&type=talmud,blog,Q3620148,,,,,,,,
Holy Spirit in Judaism,concepts,Holy Spirit,0,https://en.wikipedia.org/wiki/Holy_Spirit_in_Judaism,https://he.wikipedia.org/wiki/%D7%A8%D7%95%D7%97_%D7%94%D7%A7%D7%95%D7%93%D7%A9_(%D7%99%D7%94%D7%93%D7%95%D7%AA),Holy Spirit in Judaism,רוח הקודש (יהדות),https://chavrutai.com/search?q=Holy+Spirit+in+Judaism&type=talmud,blog,Q2604769,,,,,,,,
Ḥoma,names,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4oma&type=talmud,,,,,,,,,,
"Ḥoma, Abaye’s wife",names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4oma%2C+Abaye%E2%80%99s+wife&type=talmud,,,,,,,,,,
Homanya,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Homanya&type=talmud,,,,,,,,,,
"Hon, son of Rav Naḥman",names,,2,,,,,https://chavrutai.com/search?q=Hon%2C+son+of+Rav+Na%E1%B8%A5man&type=talmud,,,,,,,,,,
Ḥoni HaMe’aggel,names,,7,,,,,https://chavrutai.com/search?q=%E1%B8%A4oni+HaMe%E2%80%99aggel&type=talmud,,,,,,,,,,
Hophni,biblicalNames,Hophni and Phinehas,2,https://en.wikipedia.org/wiki/Hophni_and_Phinehas,https://he.wikipedia.org/wiki/%D7%97%D7%A4%D7%A0%D7%99_%D7%95%D7%A4%D7%99%D7%A0%D7%97%D7%A1,Hophni and Phinehas,חפני ופינחס,https://chavrutai.com/search?q=Hophni&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q2918302,,,,,,,,
Hurmiz,names,Hormizd,7,https://en.wikipedia.org/wiki/Hormizd,,Hormizd,,https://chavrutai.com/search?q=Hurmiz&type=talmud,blog,Q1628250,,,,,,,,
Hosea,biblicalNames,"Hosea, son of Beeri",13,https://en.wikipedia.org/wiki/Hosea,https://he.wikipedia.org/wiki/%D7%94%D7%95%D7%A9%D7%A2_%D7%91%D7%9F_%D7%91%D7%90%D7%A8%D7%99,Hosea,הושע בן בארי,https://chavrutai.com/search?q=Hosea&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q665541,Beeri,Zechariah ben Jehoiada,,Amos,-784,Kingdom of Israel,,Safed
Ḥosekei,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4osekei&type=talmud,,,,,,,,,,
Rav Oshaya,names,Hoshaiah II,57,https://en.wikipedia.org/wiki/Hoshaiah_II,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%90%D7%95%D7%A9%D7%A2%D7%99%D7%90,Hoshaiah II,רב אושעיא,https://chavrutai.com/search?q=Rav+Oshaya&type=talmud,blog,Q5907959,,,,,,Babylon,350,Palestine
Hoshea ben Elah,biblicalNames,,0,,,,,https://chavrutai.com/search?q=Hoshea+ben+Elah&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
"Hoshea, son of Ela",biblicalNames,,2,https://en.wikipedia.org/wiki/Hoshea,https://he.wikipedia.org/wiki/%D7%94%D7%95%D7%A9%D7%A2_%D7%91%D7%9F_%D7%90%D7%9C%D7%94,Hoshea,הושע בן אלה,https://chavrutai.com/search?q=Hoshea%2C+son+of+Ela&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q319038,Elah,,,,-759,,-723,
"Hoshea, son of Elah",biblicalNames,,0,https://en.wikipedia.org/wiki/Hoshea,https://he.wikipedia.org/wiki/%D7%94%D7%95%D7%A9%D7%A2_%D7%91%D7%9F_%D7%90%D7%9C%D7%94,Hoshea,הושע בן אלה,https://chavrutai.com/search?q=Hoshea%2C+son+of+Elah&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q319038,Elah,,,,-759,,-723,
host [ushpizikhnei] of Rabbi Tavla,names,,0,,,,,https://chavrutai.com/search?q=host+%5Bushpizikhnei%5D+of+Rabbi+Tavla&type=talmud,,,,,,,,,,
hot springs of Tiberias,talmudToponyms,,14,,,,,https://chavrutai.com/search?q=hot+springs+of+Tiberias&type=talmud,,,,,,,,,,
House of Avtinas,names,the house of Avtinas,22,https://en.wikipedia.org/wiki/House_of_Avtinas,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%90%D7%91%D7%98%D7%99%D7%A0%D7%A1,House of Avtinas,בית אבטינס,https://chavrutai.com/search?q=House+of+Avtinas&type=talmud,blog,Q5914712,,,,,,,,
house of Natzrefei,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=house+of+Natzrefei&type=talmud,,,,,,,,,,
Ḥova,names,,5,,,,,https://chavrutai.com/search?q=%E1%B8%A4ova&type=talmud,,,,,,,,,,
Hugras ben Levi,names,,2,,,,,https://chavrutai.com/search?q=Hugras+ben+Levi&type=talmud,,,,,,,,,,
Huldah,biblicalNames,Huldah the prophetess,4,https://en.wikipedia.org/wiki/Huldah,https://he.wikipedia.org/wiki/%D7%97%D7%95%D7%9C%D7%93%D7%94_%D7%94%D7%A0%D7%91%D7%99%D7%90%D7%94,Huldah,חולדה הנביאה,https://chavrutai.com/search?q=Huldah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q583207,,,,,,,,
Ḥulfana,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4ulfana&type=talmud,,,,,,,,,,
"Ḥuma, the daughter of Isi, son of Rav Yitzḥak, son of Rav Yehuda",names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4uma%2C+the+daughter+of+Isi%2C+son+of+Rav+Yitz%E1%B8%A5ak%2C+son+of+Rav+Yehuda&type=talmud,,,,,,,,,,
Huna bar Natan,names,Huna bar Nathan,16,https://en.wikipedia.org/wiki/Huna_bar_Nathan,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90_%D7%91%D7%A8%D7%99%D7%94_%D7%93%D7%A8%D7%91_%D7%A0%D7%AA%D7%9F,Huna bar Nathan,רב הונא בריה דרב נתן,https://chavrutai.com/search?q=Huna+bar+Natan&type=talmud,blog,Q454405,,,,,400,Babylon,500,Babylon
Rav Huna son of Rav Yehoshua,names,"Huna ben Joshua; Rav Huna, son of Rav Yehoshua",404,https://en.wikipedia.org/wiki/Huna_ben_Joshua,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90_%D7%91%D7%A8%D7%99%D7%94_%D7%93%D7%A8%D7%91_%D7%99%D7%94%D7%95%D7%A9%D7%A2,Huna ben Joshua,רב הונא בריה דרב יהושע,https://chavrutai.com/search?q=Rav+Huna+son+of+Rav+Yehoshua&type=talmud,blog,Q1637336,,,,,400,,410,
Huna Mar bar Mareimar,names,,1,,,,,https://chavrutai.com/search?q=Huna+Mar+bar+Mareimar&type=talmud,,,,,,,,,,
"Huna Mar, grandson of Rav Neḥemya",names,,1,,,,,https://chavrutai.com/search?q=Huna+Mar%2C+grandson+of+Rav+Ne%E1%B8%A5emya&type=talmud,,,,,,,,,,
"Huna Mar, son of Rav Idi",names,,1,,,,,https://chavrutai.com/search?q=Huna+Mar%2C+son+of+Rav+Idi&type=talmud,,,,,,,,,,
"Huna Mar, son of Rav Neḥemya",names,,2,,,,,https://chavrutai.com/search?q=Huna+Mar%2C+son+of+Rav+Ne%E1%B8%A5emya&type=talmud,,,,,,,,,,
"Huna Mar, son of Rava, from Parzakya",names,,1,,,,,https://chavrutai.com/search?q=Huna+Mar%2C+son+of+Rava%2C+from+Parzakya&type=talmud,,,,,,,,,,
"Huna, son of Mar",names,,1,,,,,https://chavrutai.com/search?q=Huna%2C+son+of+Mar&type=talmud,,,,,,,,,,
"Huna, son of Mar Zutra",names,,1,,,,,https://chavrutai.com/search?q=Huna%2C+son+of+Mar+Zutra&type=talmud,,,,,,,,,,
"Huna, son of Rav Naḥman",names,,7,,,,,https://chavrutai.com/search?q=Huna%2C+son+of+Rav+Na%E1%B8%A5man&type=talmud,,,,,,,,,,
"Hurmin, son of Lilith",names,,1,,,,,https://chavrutai.com/search?q=Hurmin%2C+son+of+Lilith&type=talmud,,,,,,,,,,
Hurmiz Ardeshid,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hurmiz+Ardeshid&type=talmud,,,,,,,,,,
"Hushim, the son of Dan",biblicalNames,,1,,,,,https://chavrutai.com/search?q=Hushim%2C+the+son+of+Dan&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Hutzal,talmudToponyms,,6,,,,,https://chavrutai.com/search?q=Hutzal&type=talmud,,,,,,,,,,
Hutzal deVinyamin,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hutzal+deVinyamin&type=talmud,,,,,,,,,,
Ḥutzpit the disseminator,names,,3,,,,,https://chavrutai.com/search?q=%E1%B8%A4utzpit+the+disseminator&type=talmud,,,,,,,,,,
Huzal,talmudToponyms,,9,,,,,https://chavrutai.com/search?q=Huzal&type=talmud,,,,,,,,,,
Hyrcanus,names,,11,,,,,https://chavrutai.com/search?q=Hyrcanus&type=talmud,,,,,,,,,,
"Hyrcanus, son of Rabbi Eliezer ben Hyrcanus",names,,1,,,,,https://chavrutai.com/search?q=Hyrcanus%2C+son+of+Rabbi+Eliezer+ben+Hyrcanus&type=talmud,,,,,,,,,,
"Hyrcanus, the son of Rabbi Eliezer ben Hyrcanus",names,,1,,,,,https://chavrutai.com/search?q=Hyrcanus%2C+the+son+of+Rabbi+Eliezer+ben+Hyrcanus&type=talmud,,,,,,,,,,
Ibzan,biblicalNames,,1,https://en.wikipedia.org/wiki/Ibzan,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%A6%D7%9F,Ibzan,אבצן,https://chavrutai.com/search?q=Ibzan&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q645796,,,,,,Bethlehem of Galilee,,Bethlehem of Galilee
Iddo,biblicalNames,,3,,,,,https://chavrutai.com/search?q=Iddo&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
Iddo the prophet,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Iddo+the+prophet&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Rav Idi bar Avin,names,Idi b. Abin Naggara,63,https://en.wikipedia.org/wiki/Idi_b._Abin_Naggara,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%90%D7%99%D7%93%D7%99_%D7%91%D7%A8_%D7%90%D7%91%D7%99%D7%9F,Idi b. Abin Naggara,רב אידי בר אבין,https://chavrutai.com/search?q=Rav+Idi+bar+Avin&type=talmud,blog,Q10971640,Rabbi Abin Naggara,Rav Itzhak Bar Ashian; Rav Amram; Rav Chisda,Pumbedita Academy,,,,,
idol worship,concepts,,508,https://en.wikipedia.org/wiki/Idolatry,,,עבודת אלילים,https://chavrutai.com/search?q=idol+worship&type=talmud,,Q840665,,,,,,,,
idolatrous worship,concepts,,15,,,,,https://chavrutai.com/search?q=idolatrous+worship&type=talmud,,,,,,,,,,
Ifera Hurmiz,names,,3,,,,,https://chavrutai.com/search?q=Ifera+Hurmiz&type=talmud,,,,,,,,,,
"Ifera Hurmiz, the mother of King Shapur",names,,3,,,,,https://chavrutai.com/search?q=Ifera+Hurmiz%2C+the+mother+of+King+Shapur&type=talmud,,,,,,,,,,
"Ifra Hormiz, mother of King Shapur",names,,1,,,,,https://chavrutai.com/search?q=Ifra+Hormiz%2C+mother+of+King+Shapur&type=talmud,,,,,,,,,,
Ihi Dekira,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Ihi+Dekira&type=talmud,,,,,,,,,,
Ila,names,,26,,,,,https://chavrutai.com/search?q=Ila&type=talmud,,,,,,,,,,
Ilfa,names,,30,,,,,https://chavrutai.com/search?q=Ilfa&type=talmud,,,,,,,,,,
Ilfai,names,,1,,,,,https://chavrutai.com/search?q=Ilfai&type=talmud,,,,,,,,,,
Imma Shalom,names,Ima Shalom,3,https://en.wikipedia.org/wiki/Ima_Shalom,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%90_%D7%A9%D7%9C%D7%95%D7%9D,Ima Shalom,אימא שלום,https://chavrutai.com/search?q=Imma+Shalom&type=talmud,blog,Q16157607,Simeon ben Gamliel,,,,100,,,
"Imma Shalom, the wife of Rabbi Eliezer",names,,1,,,,,https://chavrutai.com/search?q=Imma+Shalom%2C+the+wife+of+Rabbi+Eliezer&type=talmud,,,,,,,,,,
Immer,biblicalNames,,5,https://en.wikipedia.org/wiki/Immer,,Immer,,https://chavrutai.com/search?q=Immer&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q6004809,,,,,,,,
impurity,concepts,,2023,https://en.wikipedia.org/wiki/Tumah_and_taharah,https://he.wikipedia.org/wiki/%D7%98%D7%95%D7%9E%D7%90%D7%94_%D7%95%D7%98%D7%94%D7%A8%D7%94,Tumah and taharah,טומאה וטהרה,https://chavrutai.com/search?q=impurity&type=talmud,manual_concepts_top_missing_he,Q358404,,,,,,,,
In the West,names,,141,,,,,https://chavrutai.com/search?q=In+the+West&type=talmud,,,,,,,,,,
Inbal,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Inbal&type=talmud,,,,,,,,,,
Inbul,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Inbul&type=talmud,,,,,,,,,,
incense,concepts,,193,https://en.wikipedia.org/wiki/Incense_offering,https://he.wikipedia.org/wiki/%D7%A7%D7%98%D7%95%D7%A8%D7%AA_%D7%94%D7%A1%D7%9E%D7%99%D7%9D,Incense offering,קטורת הסמים,https://chavrutai.com/search?q=incense&type=talmud,manual_concepts_top_missing_he_pass2,Q2910931,,,,,,,,
India,talmudToponyms,,6,,,,,https://chavrutai.com/search?q=India&type=talmud,,,,,,,,,,
informer,concepts,,9,,,,,https://chavrutai.com/search?q=informer&type=talmud,,,,,,,,,,
an idolatrous city,concepts,Ir nidachat,39,https://en.wikipedia.org/wiki/Ir_nidachat,https://he.wikipedia.org/wiki/%D7%A2%D7%99%D7%A8_%D7%94%D7%A0%D7%99%D7%93%D7%97%D7%AA,Ir nidachat,עיר הנידחת,https://chavrutai.com/search?q=an+idolatrous+city&type=talmud,blog,Q3183591,,,,,,,,
Ira HaYa’iri,biblicalNames,,3,,,,,https://chavrutai.com/search?q=Ira+HaYa%E2%80%99iri&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Ira the Yairite,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Ira+the+Yairite&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Isaac,biblicalNames,"Isaac, son of Abraham",70,https://en.wikipedia.org/wiki/Isaac,https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7,Isaac,יצחק,https://chavrutai.com/search?q=Isaac&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q671872,Abraham,,,,-1851,Canaan,-1533; -1671,Canaan
Isaiah,biblicalNames,,27,https://en.wikipedia.org/wiki/Isaiah,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A2%D7%99%D7%94%D7%95,Isaiah,ישעיהו,https://chavrutai.com/search?q=Isaiah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q188794,Amoz,Amos,,Micah,-766,Kingdom of Judah,-686,
Iscah,biblicalNames,,5,https://en.wikipedia.org/wiki/Iscah,https://he.wikipedia.org/wiki/%D7%99%D7%A1%D7%9B%D7%94,Iscah,יסכה,https://chavrutai.com/search?q=Iscah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q6079192,Haran,,,,,Mesopotamia,,
Ish Boshet,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Ish+Boshet&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Ishbi in Nob,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Ishbi+in+Nob&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
